"","gene","s0"
"1","CENPL",-0.150692940337845
"2","PHLDA3",0.133335282500258
"3","CHL1",0.118648173586271
"4","TUSC2",0.131995235208353
"5","RPP14",0.111343185990719
"6","IL12A",0.120901601933918
"7","PDCL2",-0.20626403700976
"8","HPGD",0.121755725969008
"9","SPATA9",-0.137386079138178
"10","HIST1H2BN",-0.108145982081165
"11","COX7A2",0.163968316410871
"12","LYRM2",0.137501435485637
"13","STMN4",-0.114838608329768
"14","FAM84B",0.102833012077801
"15","NUTM2F",-0.126955817260758
"16","DPM2",-0.156515354151222
"17","ASAH2B",0.103420132316482
"18","CALHM3",-0.140688644178591
"19","CCDC90B",0.114499416149041
"20","TPI1",-0.15577828819624
"21","LEO1",0.115757086541553
"22","SETD6",0.166208259597873
"23","HSBP1",0.145089232065929
"24","CSH2",-0.253712215572163
"25","ZNF396",0.167312333438377
"26","CDH19",-0.114710126745335
"27","ZNF812",-0.182675911617196
"28","COX6B1",0.131272631214625
"29","N6AMT1",0.128664848140052
"30","RFPL3S",-0.12853725080692
